species,importance,rank,method,cv_auc_mean,cv_auc_sd
Senegalimassilia anaerobia,0.000614196502172172,576,Random Forest,0.7415403585426574,0.05890198952181386
Faecalitalea cylindroides,0.0006138888117277272,577,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium brachy,0.0006112167079100379,578,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Aristotella avistercoris,0.0006100321620311294,579,Random Forest,0.7415403585426574,0.05890198952181386
GGB9778 SGB15398,0.0006076754420407058,580,Random Forest,0.7415403585426574,0.05890198952181386
Gemmiger SGB15292,0.0006060901850987151,581,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides acidifaciens,0.0006047600180252045,582,Random Forest,0.7415403585426574,0.05890198952181386
GGB1244 SGB1664,0.000604029942038243,583,Random Forest,0.7415403585426574,0.05890198952181386
Christensenellaceae bacterium NSJ 44,0.0006017689596457176,584,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium perfringens,0.0006016272358288113,585,Random Forest,0.7415403585426574,0.05890198952181386
GGB9561 SGB14972,0.0006008007592316398,586,Random Forest,0.7415403585426574,0.05890198952181386
GGB9522 SGB14921,0.0005984401209775225,587,Random Forest,0.7415403585426574,0.05890198952181386
Erysipelotrichaceae bacterium 3 1 53,0.0005973800759301983,588,Random Forest,0.7415403585426574,0.05890198952181386
Klebsiella aerogenes,0.0005972388156651645,589,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas gingivalis,0.0005972067133232879,590,Random Forest,0.7415403585426574,0.05890198952181386
Agathobaculum sp Marseille P7918,0.0005969933299591983,591,Random Forest,0.7415403585426574,0.05890198952181386
Rothia aeria,0.0005966603631073208,592,Random Forest,0.7415403585426574,0.05890198952181386
Selenomonas sp oral taxon 126,0.0005963718882085238,593,Random Forest,0.7415403585426574,0.05890198952181386
GGB9633 SGB15090,0.000595590728859816,594,Random Forest,0.7415403585426574,0.05890198952181386
GGB9237 SGB14179,0.0005920476686822628,595,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcus fermentans,0.0005904884639653332,596,Random Forest,0.7415403585426574,0.05890198952181386
Anaerofustis stercorihominis,0.0005897770531877693,597,Random Forest,0.7415403585426574,0.05890198952181386
Lancefieldella rimae,0.0005865965681484158,598,Random Forest,0.7415403585426574,0.05890198952181386
GGB9537 SGB14940,0.0005859130525782514,599,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AF32 12BH,0.0005856334465770186,600,Random Forest,0.7415403585426574,0.05890198952181386
Mitsuokella multacida,0.0005847480772715799,601,Random Forest,0.7415403585426574,0.05890198952181386
GGB3677 SGB4990,0.0005830904463911506,602,Random Forest,0.7415403585426574,0.05890198952181386
Longicatena caecimuris,0.000582551915859547,603,Random Forest,0.7415403585426574,0.05890198952181386
Succinatimonas hippei,0.0005824979011026672,604,Random Forest,0.7415403585426574,0.05890198952181386
Anaerosacchariphilus sp NSJ 68,0.0005824296995466026,605,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus delbrueckii,0.0005811088197067592,606,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella buccae,0.0005807717704168196,607,Random Forest,0.7415403585426574,0.05890198952181386
Neisseria subflava,0.0005775329905355015,608,Random Forest,0.7415403585426574,0.05890198952181386
Cutibacterium acnes,0.000577315203566277,609,Random Forest,0.7415403585426574,0.05890198952181386
GGB3004 SGB3995,0.0005765025248161976,610,Random Forest,0.7415403585426574,0.05890198952181386
GGB9059 SGB13976,0.0005762762248955124,611,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides gordonii,0.0005747758615691758,612,Random Forest,0.7415403585426574,0.05890198952181386
Corynebacterium aurimucosum,0.0005747480448703623,613,Random Forest,0.7415403585426574,0.05890198952181386
Victivallis vadensis,0.0005747056286024613,614,Random Forest,0.7415403585426574,0.05890198952181386
GGB1420 SGB1957,0.0005740759597972828,615,Random Forest,0.7415403585426574,0.05890198952181386
Butyricicoccus SGB14990,0.0005729545422051817,616,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus dispar,0.0005716010780193032,617,Random Forest,0.7415403585426574,0.05890198952181386
Butyricimonas faecihominis,0.0005710031268004567,618,Random Forest,0.7415403585426574,0.05890198952181386
GGB12785 SGB19827,0.000568581203142477,619,Random Forest,0.7415403585426574,0.05890198952181386
Mogibacterium timidum,0.0005673180002447471,620,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella salivae,0.0005671060447453716,621,Random Forest,0.7415403585426574,0.05890198952181386
GGB6649 SGB9391,0.0005669684035627676,622,Random Forest,0.7415403585426574,0.05890198952181386
Oscillibacter SGB15077,0.0005662571799566965,623,Random Forest,0.7415403585426574,0.05890198952181386
GGB1266 SGB1699,0.0005650743292318182,624,Random Forest,0.7415403585426574,0.05890198952181386
GGB9635 SGB15101,0.000565051699046269,625,Random Forest,0.7415403585426574,0.05890198952181386
Dialister hominis,0.0005630771933967709,626,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium methylpentosum,0.0005619243066599409,627,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus avium,0.0005590407015453126,628,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium UBA1390,0.0005581363010509576,629,Random Forest,0.7415403585426574,0.05890198952181386
GGB9621 SGB15073,0.0005564890501379171,630,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Metaruminococcus caecorum,0.0005558243658822998,631,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp AM49 4BH,0.0005549837255096298,632,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides fluxus,0.0005545065530959365,633,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium sp C5 48,0.0005532487282761611,634,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium saphenum,0.0005530586738481272,635,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoanaerobaculum sp ICM7,0.0005530350886214728,636,Random Forest,0.7415403585426574,0.05890198952181386
GGB9608 SGB15041,0.0005528317589869884,637,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium paraputrificum,0.0005525792437017079,638,Random Forest,0.7415403585426574,0.05890198952181386
Massilimicrobiota sp An134,0.0005525678158506896,639,Random Forest,0.7415403585426574,0.05890198952181386
Gemmiger SGB15299,0.0005491289592226405,640,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides pectinophilus,0.0005480721095672201,641,Random Forest,0.7415403585426574,0.05890198952181386
GGB3523 SGB4703,0.0005425745283108912,642,Random Forest,0.7415403585426574,0.05890198952181386
Emergencia timonensis,0.0005425530773267752,643,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella disiens,0.0005404869954998357,644,Random Forest,0.7415403585426574,0.05890198952181386
GGB9634 SGB15097,0.0005398015215141065,645,Random Forest,0.7415403585426574,0.05890198952181386
Scardovia wiggsiae,0.0005378797994928442,646,Random Forest,0.7415403585426574,0.05890198952181386
Blautia hydrogenotrophica,0.0005368091307932122,647,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium Choco116,0.000536514082672419,648,Random Forest,0.7415403585426574,0.05890198952181386
GGB4584 SGB6338,0.0005360348291082569,649,Random Forest,0.7415403585426574,0.05890198952181386
GGB51959 SGB72479,0.00053546351271879,650,Random Forest,0.7415403585426574,0.05890198952181386
Oribacterium sp oral taxon 102,0.0005353145200031227,651,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium NSJ 46,0.0005338971337078157,652,Random Forest,0.7415403585426574,0.05890198952181386
GGB4585 SGB6340,0.0005321877642181832,653,Random Forest,0.7415403585426574,0.05890198952181386
Intestinibacillus sp Marseille P6563,0.0005316215576319398,654,Random Forest,0.7415403585426574,0.05890198952181386
GGB45537 SGB63217,0.0005310535239253952,655,Random Forest,0.7415403585426574,0.05890198952181386
GGB4603 SGB6367,0.0005281397427894012,656,Random Forest,0.7415403585426574,0.05890198952181386
GGB6132 SGB8779,0.0005272500272048345,657,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB15309,0.0005267848614505879,658,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera sp BL7,0.0005263528308777718,659,Random Forest,0.7415403585426574,0.05890198952181386
Negativicoccus succinicivorans,0.0005261249711153396,660,Random Forest,0.7415403585426574,0.05890198952181386
GGB48169 SGB66172,0.000525379979031844,661,Random Forest,0.7415403585426574,0.05890198952181386
Oribacterium parvum,0.000525290770188847,662,Random Forest,0.7415403585426574,0.05890198952181386
Eubacterium callanderi,0.0005231619041201941,663,Random Forest,0.7415403585426574,0.05890198952181386
Corynebacterium argentoratense,0.00052242408988131,664,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas asaccharolytica,0.0005192983353022761,665,Random Forest,0.7415403585426574,0.05890198952181386
GGB9532 SGB14933,0.0005187224885083485,666,Random Forest,0.7415403585426574,0.05890198952181386
GGB9454 SGB14846,0.0005181658967033595,667,Random Forest,0.7415403585426574,0.05890198952181386
Treponema medium,0.000518037849607999,668,Random Forest,0.7415403585426574,0.05890198952181386
GGB9691 SGB15198,0.0005177710701648071,669,Random Forest,0.7415403585426574,0.05890198952181386
GGB41458 SGB58520,0.0005160306629447074,670,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Neochristensenella gallicola,0.000515133149036324,671,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium ulcerans,0.0005147544426793432,672,Random Forest,0.7415403585426574,0.05890198952181386
Blautia SGB4805,0.000513624970456664,673,Random Forest,0.7415403585426574,0.05890198952181386
Amedibacterium intestinale,0.0005128318789368628,674,Random Forest,0.7415403585426574,0.05890198952181386
Urinicoccus massiliensis,0.0005128296720805467,675,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Metaruminococcus gallistercoris,0.0005116342604888815,676,Random Forest,0.7415403585426574,0.05890198952181386
GGB3433 SGB4573,0.0005114298191614083,677,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales Family XIII Incertae Sedis unclassified SGB3978,0.0005080788644810243,678,Random Forest,0.7415403585426574,0.05890198952181386
Schaalia odontolytica,0.0005066016539674847,679,Random Forest,0.7415403585426574,0.05890198952181386
Veillonella ratti,0.000506552292854599,680,Random Forest,0.7415403585426574,0.05890198952181386
GGB1538 SGB2121,0.0005061666566652443,681,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella marseillensis,0.0005044703682649781,682,Random Forest,0.7415403585426574,0.05890198952181386
GGB4491 SGB6188,0.0005030357810039178,683,Random Forest,0.7415403585426574,0.05890198952181386
GGB3385 SGB4472,0.0004994447989026677,684,Random Forest,0.7415403585426574,0.05890198952181386
GGB51960 SGB72480,0.0004988845330985074,685,Random Forest,0.7415403585426574,0.05890198952181386
Collinsella bouchesdurhonensis,0.0004987634894348103,686,Random Forest,0.7415403585426574,0.05890198952181386
GGB3491 SGB4665,0.0004977177309237751,687,Random Forest,0.7415403585426574,0.05890198952181386
GGB9774 SGB15394,0.0004971104330562685,688,Random Forest,0.7415403585426574,0.05890198952181386
GGB3614 SGB4886,0.0004970387254698054,689,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Pseudolachnospira avium,0.0004956149608526883,690,Random Forest,0.7415403585426574,0.05890198952181386
Christensenella massiliensis,0.0004954095452868726,691,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides massiliensis,0.0004949132627530496,692,Random Forest,0.7415403585426574,0.05890198952181386
Clostridioides difficile,0.0004943895023913849,693,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae bacterium 2 1 46FAA,0.0004911607527540641,694,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas somerae,0.0004904643316277239,695,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides bouchesdurhonensis,0.0004904446580992552,696,Random Forest,0.7415403585426574,0.05890198952181386
Stomatobaculum SGB5266,0.0004874158782583882,697,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella copri clade D,0.00048705055765465004,698,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter SGB19337,0.0004860877186792829,699,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB6376,0.00048546801119220593,700,Random Forest,0.7415403585426574,0.05890198952181386
Hafnia alvei,0.00048465053087093813,701,Random Forest,0.7415403585426574,0.05890198952181386
Klebsiella oxytoca,0.0004826737378536003,702,Random Forest,0.7415403585426574,0.05890198952181386
Oscillibacter ruminantium,0.0004825510475087131,703,Random Forest,0.7415403585426574,0.05890198952181386
Faecalibacillus faecis,0.00048224380391226487,704,Random Forest,0.7415403585426574,0.05890198952181386
GGB4566 SGB6305,0.00048107101619321215,705,Random Forest,0.7415403585426574,0.05890198952181386
Anaerotruncus massiliensis,0.0004801696098308085,706,Random Forest,0.7415403585426574,0.05890198952181386
Intestinibacillus massiliensis,0.0004798296741189416,707,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoclostridium phocaeense,0.0004769749865202672,708,Random Forest,0.7415403585426574,0.05890198952181386
Butyricicoccus SGB14985,0.00047656404612771413,709,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium necrophorum,0.0004750575839318493,710,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoclostridium edouardi,0.00047456812342758036,711,Random Forest,0.7415403585426574,0.05890198952181386
Leclercia adecarboxylata,0.0004739711805610802,712,Random Forest,0.7415403585426574,0.05890198952181386
Bacilli unclassified SGB6473,0.00047342339131161684,713,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp oral taxon 473,0.0004731682930860084,714,Random Forest,0.7415403585426574,0.05890198952181386
Fretibacterium fastidiosum,0.0004730639879396206,715,Random Forest,0.7415403585426574,0.05890198952181386
Lachnospiraceae unclassified SGB71704,0.00047284510684616744,716,Random Forest,0.7415403585426574,0.05890198952181386
Cuneatibacter caecimuris,0.0004726505025664362,717,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium 1 7 47FAA,0.00046920253565721997,718,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella oris,0.0004666353666585961,719,Random Forest,0.7415403585426574,0.05890198952181386
GGB3817 SGB5182,0.00046660278832399505,720,Random Forest,0.7415403585426574,0.05890198952181386
GGB9620 SGB15068,0.0004656825242764174,721,Random Forest,0.7415403585426574,0.05890198952181386
Opitutales bacterium,0.00046565954105884757,722,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella hominis,0.00046211585992910154,723,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB6369,0.00046209543129827155,724,Random Forest,0.7415403585426574,0.05890198952181386
GGB8965 SGB13825,0.0004561445815349976,725,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella SGB1653,0.0004560369405440043,726,Random Forest,0.7415403585426574,0.05890198952181386
Raoultella ornithinolytica,0.0004559440905146844,727,Random Forest,0.7415403585426574,0.05890198952181386
Selenomonadales bacterium,0.00045508190378948995,728,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Nanoperiomorbus periodonticus,0.0004521603355288539,729,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus gallinarum,0.00044859599922732153,730,Random Forest,0.7415403585426574,0.05890198952181386
Phocaeicola sartorii,0.00044634481448745393,731,Random Forest,0.7415403585426574,0.05890198952181386
GGB9640 SGB15115,0.0004461907363596365,732,Random Forest,0.7415403585426574,0.05890198952181386
Alistipes provencensis,0.0004446596809841434,733,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus pneumoniae,0.00044395655541180895,734,Random Forest,0.7415403585426574,0.05890198952181386
GGB42389 SGB59559,0.00044210375886992925,735,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp 885,0.0004417005027261187,736,Random Forest,0.7415403585426574,0.05890198952181386
Lachnoanaerobaculum orale,0.0004406026729569879,737,Random Forest,0.7415403585426574,0.05890198952181386
Treponema denticola,0.0004383669378152364,738,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcus intestini,0.0004369925123854323,739,Random Forest,0.7415403585426574,0.05890198952181386
GGB4482 SGB6177,0.0004368690745116123,740,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella jejuni,0.00043457893910633206,741,Random Forest,0.7415403585426574,0.05890198952181386
Rikenellaceae unclassified SGB2230,0.0004329465602734792,742,Random Forest,0.7415403585426574,0.05890198952181386
Fructilactobacillus sanfranciscensis,0.0004305292161056359,743,Random Forest,0.7415403585426574,0.05890198952181386
GGB49418 SGB69331,0.0004300602570540741,744,Random Forest,0.7415403585426574,0.05890198952181386
Haemophilus haemolyticus,0.0004298098769880771,745,Random Forest,0.7415403585426574,0.05890198952181386
Collinsella tanakaei,0.00042712555945666544,746,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoflavonifractor sp AF19 9AC,0.0004265483124439979,747,Random Forest,0.7415403585426574,0.05890198952181386
GGB9621 SGB15072,0.00042596113556236416,748,Random Forest,0.7415403585426574,0.05890198952181386
Shewanella algae,0.0004250288792090644,749,Random Forest,0.7415403585426574,0.05890198952181386
GGB781 SGB1024,0.0004248913861123522,750,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Cryptoclostridium obscurum,0.00042478713900790885,751,Random Forest,0.7415403585426574,0.05890198952181386
GGB9729 SGB15288,0.0004244635683582452,752,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB71368,0.00042353727583022545,753,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus mucosae,0.0004225256825010013,754,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium NSJ 40,0.0004221548135508421,755,Random Forest,0.7415403585426574,0.05890198952181386
Desulfovibrio fairfieldensis,0.00042075886073500765,756,Random Forest,0.7415403585426574,0.05890198952181386
Comamonas kerstersii,0.0004196173730574808,757,Random Forest,0.7415403585426574,0.05890198952181386
TM7 phylum sp oral taxon 350,0.0004191734615038163,758,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiaceae bacterium NSJ 31,0.00041821823683440987,759,Random Forest,0.7415403585426574,0.05890198952181386
Synergistaceae bacterium,0.00041752424955581325,760,Random Forest,0.7415403585426574,0.05890198952181386
Dialister succinatiphilus,0.0004137947716916675,761,Random Forest,0.7415403585426574,0.05890198952181386
Lawsonibacter sp NSJ 52,0.00041285239888557015,762,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus vaginalis,0.0004124124274371207,763,Random Forest,0.7415403585426574,0.05890198952181386
GGB9581 SGB79823,0.0004119926348306953,764,Random Forest,0.7415403585426574,0.05890198952181386
Olsenella sp oral taxon 807,0.00041084306845422074,765,Random Forest,0.7415403585426574,0.05890198952181386
Actinobaculum sp oral taxon 183,0.00040790940804907546,766,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium celatum,0.0004068746300991444,767,Random Forest,0.7415403585426574,0.05890198952181386
GGB12785 SGB19823,0.00040639270946105115,768,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella bivia,0.00040589724288685517,769,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Neoanaerotignum tabaqchaliae,0.00040589064436564424,770,Random Forest,0.7415403585426574,0.05890198952181386
Megasphaera stantonii,0.0004054377887126909,771,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella nigrescens,0.0004048412484078122,772,Random Forest,0.7415403585426574,0.05890198952181386
GGB9695 SGB15210,0.00040472867432743843,773,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales bacterium BX7,0.0004046449534501707,774,Random Forest,0.7415403585426574,0.05890198952181386
Fusobacterium naviforme,0.00040436271297218044,775,Random Forest,0.7415403585426574,0.05890198952181386
Campylobacter rectus,0.00040105491226242595,776,Random Forest,0.7415403585426574,0.05890198952181386
GGB6561 SGB9269,0.0003983308041968261,777,Random Forest,0.7415403585426574,0.05890198952181386
Aggregatibacter sp oral taxon 458,0.00039754381708776267,778,Random Forest,0.7415403585426574,0.05890198952181386
GGB33432 SGB47280,0.00039502308858912447,779,Random Forest,0.7415403585426574,0.05890198952181386
Cloacibacillus porcorum,0.0003941489808046806,780,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia bacterium UC5 1 1E11,0.0003935371513016959,781,Random Forest,0.7415403585426574,0.05890198952181386
GGB33516 SGB54347,0.0003924843165806679,782,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella sp oral taxon 376,0.00039200043299713797,783,Random Forest,0.7415403585426574,0.05890198952181386
Streptococcus sobrinus,0.0003915568919093948,784,Random Forest,0.7415403585426574,0.05890198952181386
Eggerthella sinensis,0.00039134099643336627,785,Random Forest,0.7415403585426574,0.05890198952181386
Haemophilus sputorum,0.0003911916686805209,786,Random Forest,0.7415403585426574,0.05890198952181386
GGB3892 SGB5290,0.00039045551075780243,787,Random Forest,0.7415403585426574,0.05890198952181386
GGB9705 SGB15224,0.0003872635263536276,788,Random Forest,0.7415403585426574,0.05890198952181386
Parvimonas SGB6649,0.000386325963293361,789,Random Forest,0.7415403585426574,0.05890198952181386
Sutterella sp AM11 39,0.00038529960508490197,790,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium transplantifaecale,0.0003842956572463329,791,Random Forest,0.7415403585426574,0.05890198952181386
Fournierella massiliensis,0.000383684265731154,792,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcaceae unclassified SGB4191,0.0003835458516257107,793,Random Forest,0.7415403585426574,0.05890198952181386
Limosilactobacillus fermentum,0.0003834531772230938,794,Random Forest,0.7415403585426574,0.05890198952181386
Enorma SGB14753,0.00038295588713656206,795,Random Forest,0.7415403585426574,0.05890198952181386
GGB3478 SGB4643,0.000382605503925306,796,Random Forest,0.7415403585426574,0.05890198952181386
Aggregatibacter aphrophilus,0.0003814333225279951,797,Random Forest,0.7415403585426574,0.05890198952181386
Mitsuokella jalaludinii,0.0003803817242479684,798,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoflavonifractor capillosus,0.00038036516130913485,799,Random Forest,0.7415403585426574,0.05890198952181386
GGB1227 SGB1600,0.00038025968950059326,800,Random Forest,0.7415403585426574,0.05890198952181386
GGB6544 SGB9243,0.00038010642871327675,801,Random Forest,0.7415403585426574,0.05890198952181386
GGB3490 SGB4664,0.0003799624580814672,802,Random Forest,0.7415403585426574,0.05890198952181386
Olsenella uli,0.0003798266383047659,803,Random Forest,0.7415403585426574,0.05890198952181386
GGB32463 SGB47515,0.00037860767640474844,804,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Paralachnospira caecorum,0.00037752948514137064,805,Random Forest,0.7415403585426574,0.05890198952181386
Porphyromonas SGB1977,0.0003766580731499101,806,Random Forest,0.7415403585426574,0.05890198952181386
Ligilactobacillus ruminis,0.0003722669993129027,807,Random Forest,0.7415403585426574,0.05890198952181386
Filifactor alocis,0.0003688964620889759,808,Random Forest,0.7415403585426574,0.05890198952181386
Alphaproteobacteria bacterium,0.0003680371741602654,809,Random Forest,0.7415403585426574,0.05890198952181386
Butyrivibrio crossotus,0.000367660659844152,810,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella histicola,0.0003663376212363528,811,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus pontis,0.0003650253906821631,812,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides congonensis,0.0003642262638256496,813,Random Forest,0.7415403585426574,0.05890198952181386
Bulleidia extructa,0.00036388887284199555,814,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides cutis,0.0003626053008586102,815,Random Forest,0.7415403585426574,0.05890198952181386
GGB4669 SGB6458,0.00036176282986195634,816,Random Forest,0.7415403585426574,0.05890198952181386
GGB9787 SGB15410,0.0003614494954201137,817,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoruminococcus massiliensis,0.0003614232283313761,818,Random Forest,0.7415403585426574,0.05890198952181386
Monoglobus pectinilyticus,0.0003610236599191768,819,Random Forest,0.7415403585426574,0.05890198952181386
Faecalicoccus pleomorphus,0.00036038915866251425,820,Random Forest,0.7415403585426574,0.05890198952181386
Corynebacterium durum,0.0003597192977660412,821,Random Forest,0.7415403585426574,0.05890198952181386
Christensenella sp NSJ 35,0.00035953966768832734,822,Random Forest,0.7415403585426574,0.05890198952181386
Prevotella lascolaii,0.00035847327783036987,823,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB3983,0.0003584218612077823,824,Random Forest,0.7415403585426574,0.05890198952181386
Bariatricus massiliensis,0.00035823845407032884,825,Random Forest,0.7415403585426574,0.05890198952181386
Clostridia unclassified SGB4373,0.00035802952204437105,826,Random Forest,0.7415403585426574,0.05890198952181386
GGB9694 SGB15203,0.0003580158822033066,827,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides sp TM07 1AC,0.00035700471244235046,828,Random Forest,0.7415403585426574,0.05890198952181386
Cloacibacillus evryensis,0.0003564319943907621,829,Random Forest,0.7415403585426574,0.05890198952181386
Bacteroides oleiciplenus,0.00035608696822663665,830,Random Forest,0.7415403585426574,0.05890198952181386
Candidatus Borkfalkia ceftriaxoniphila,0.00035537466780447116,831,Random Forest,0.7415403585426574,0.05890198952181386
Butyricimonas faecalis,0.00035403845503787006,832,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus amylovorus,0.0003534592557240555,833,Random Forest,0.7415403585426574,0.05890198952181386
GGB3532 SGB4720,0.00035324043413665886,834,Random Forest,0.7415403585426574,0.05890198952181386
Alloscardovia omnicolens,0.00035185243890079596,835,Random Forest,0.7415403585426574,0.05890198952181386
GGB10852 SGB17523,0.00035184167179250984,836,Random Forest,0.7415403585426574,0.05890198952181386
Meiothermus silvanus,0.0003518177959157507,837,Random Forest,0.7415403585426574,0.05890198952181386
GGB6574 SGB9289,0.0003517858158758035,838,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus sp JE7A12,0.00035176583287122303,839,Random Forest,0.7415403585426574,0.05890198952181386
Oscillibacter sp NSJ 62,0.0003494134457298015,840,Random Forest,0.7415403585426574,0.05890198952181386
Clostridium butyricum,0.00034880476898344455,841,Random Forest,0.7415403585426574,0.05890198952181386
Roseburia sp AM59 24XD,0.0003486557003462247,842,Random Forest,0.7415403585426574,0.05890198952181386
Olsenella provencensis,0.00034761645165102607,843,Random Forest,0.7415403585426574,0.05890198952181386
GGB9695 SGB15209,0.0003475558215210523,844,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiales Family XIII bacterium WCA MUC 591 APC 4B,0.00034715362579039786,845,Random Forest,0.7415403585426574,0.05890198952181386
Propionibacterium acidifaciens,0.0003465612873651427,846,Random Forest,0.7415403585426574,0.05890198952181386
Clostridiaceae bacterium NSJ 33,0.0003456748627911033,847,Random Forest,0.7415403585426574,0.05890198952181386
GGB1235 SGB1614,0.000344628988282186,848,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces dentalis,0.00034437018768847694,849,Random Forest,0.7415403585426574,0.05890198952181386
GGB9580 SGB14996,0.0003429896336521727,850,Random Forest,0.7415403585426574,0.05890198952181386
bacterium OL 1,0.0003423786465872411,851,Random Forest,0.7415403585426574,0.05890198952181386
Pseudoflavonifractor sp Marseille P3106,0.000342364465797553,852,Random Forest,0.7415403585426574,0.05890198952181386
Lactobacillus crispatus,0.00034169598496585127,853,Random Forest,0.7415403585426574,0.05890198952181386
Enterococcus raffinosus,0.0003404273729964505,854,Random Forest,0.7415403585426574,0.05890198952181386
Ruminococcus champanellensis,0.000339755026385606,855,Random Forest,0.7415403585426574,0.05890198952181386
Acidaminococcus SGB42794,0.0003392637464622872,856,Random Forest,0.7415403585426574,0.05890198952181386
Parabacteroides faecis,0.0003377613731498523,857,Random Forest,0.7415403585426574,0.05890198952181386
Leptotrichia trevisanii,0.00033705469755242466,858,Random Forest,0.7415403585426574,0.05890198952181386
Actinomyces sp oral taxon 897,0.0003369245439869436,859,Random Forest,0.7415403585426574,0.05890198952181386
